tc_d,tc,m,w,a,b,c,c1,c2,t1_d,t2_d,t1,t2,O,D,p2,best_cost
2024-12-24,739243.859039171,0.29947529666962197,6.658989144434325,-0.011255877597167828,0.07377693351898072,0.028657568268840132,0.013442991053665533,-0.025308935390772586,2024-07-15,2024-11-08,739081.0,739197.0,1.320250176817779,0.11578011094642594,0.1960436360032893,1.2049834499890137
2024-12-21,739240.9022246713,0.010427701376965583,7.737238202447196,-9.272790468006084,9.105157302526662,-0.10220296008626638,-0.0803468391407775,-0.06316510500649059,2024-07-20,2024-11-08,739086.0,739197.0,1.5526098173906786,0.12006781209563505,0.1960436360032893,1.3279859500178777
2024-12-11,739230.0902762659,0.9635079023123512,11.082787905871713,0.1677199557169083,0.0016091096212142947,0.001936673998385567,0.0019336563615886236,0.00010807058485353649,2024-07-25,2024-11-08,739091.0,739197.0,2.5327272648673165,0.07223295278636158,0.1960436360032893,0.9593503457373196
2024-12-04,739223.7016931607,0.8408802535608639,10.053425633700172,0.1550912690482557,0.003295175433626704,0.0036038608018077855,0.0023189035292432917,0.0027587133053055117,2024-07-30,2024-11-08,739096.0,739197.0,2.5040340510501364,0.07647696020799835,0.1960436360032893,0.9529366891219088
2024-11-24,739213.483893132,0.5750844244084367,7.267730311476764,0.15099766977429097,0.011115914139686774,0.012800560053716693,0.012671796016475308,-0.0018110558814260973,2024-08-04,2024-11-08,739101.0,739197.0,2.2213479014092687,0.06871459864869775,0.1960436360032893,0.9094707889750138
2024-11-13,739202.444362855,0.5437739382021066,14.20756251525596,0.12133317071652358,0.02004591282148927,-0.012487340106583212,-0.00093299415322777,-0.012452436903976833,2024-08-09,2024-11-08,739106.0,739197.0,6.499571553332522,0.06144049561335346,0.1960436360032893,0.9302093372257312
2024-12-13,739232.8924794518,0.022539663944964653,14.353790232622261,-8.43850068015537,7.919368600294824,-0.04085916596481221,-0.03624177485383184,0.018868100031116813,2024-08-14,2024-11-08,739111.0,739197.0,2.793027565598247,0.3043560236127515,0.1960436360032893,0.9814999894401466
2024-11-14,739203.902575038,0.21555822325657165,6.974251186461242,-0.3185483562908233,0.2766969959429625,-0.01715627660351884,-0.013862645014591807,-0.010107665412738042,2024-08-19,2024-11-08,739116.0,739197.0,2.8241771458818747,0.49848077653875433,0.1960436360032893,0.44721637432175854
2024-11-08,739197.5450660336,0.3065858020034969,2.279721814934733,-0.00305197911914603,0.10310233299053244,-0.016741873753644772,-0.012921457779435352,-0.010645480996049419,2024-08-24,2024-11-08,739121.0,739197.0,1.7940906925184887,0.8281988318433774,0.1960436360032893,0.18488147606525654
2024-12-06,739225.7580285006,0.0939223510416605,12.885929118705858,-2.4741734420229298,1.8801955308791996,0.015522226471502282,0.01477368586115738,-0.004762113050783729,2024-08-29,2024-11-08,739126.0,739197.0,2.5509214874813693,0.8828810952899905,0.1960436360032893,0.1320390687887493
2024-12-06,739225.5772001653,0.41974483720327316,3.630098321039177,-0.312702693757932,0.10880825569009503,0.005798394182186814,0.0022141071813284205,-0.0053590208510144646,2024-09-03,2024-11-08,739131.0,739197.0,0.6914530938934331,2.1698069068604786,0.1960436360032893,0.11690759818673917
2024-11-14,739203.0917567736,0.2980858177338089,14.94964699280872,-0.16411295009381963,0.1538843144424827,-0.0061826897791728945,-0.002335802962738917,0.0057244805375465365,2024-09-08,2024-11-08,739136.0,739197.0,5.708261856407369,0.4962805719524072,0.1960436360032893,0.1419658917108729
2024-11-26,739215.801323459,0.1314291550077429,7.74846370626523,-0.9791765085780774,0.7524897795801763,-0.016595297343741267,-0.00830718589825745,0.014366438541927453,2024-09-13,2024-11-08,739141.0,739197.0,1.7029448328659382,0.7691157058143455,0.1960436360032893,0.11492247440501581
2024-12-02,739221.4540400946,0.952986118601606,10.501618061572367,0.043207565373039956,0.00486703074748288,0.0008882148384267592,0.00019938938990384392,0.0008655457644719013,2024-09-18,2024-11-08,739146.0,739197.0,1.883196113590083,0.49725186562644974,0.1960436360032893,0.07484737792737563
2024-11-19,739208.4489825318,0.14317796959315035,14.977502673335263,-0.5616312386965353,0.4849851360785809,-0.00858190704707363,-0.008571004953939513,-0.00043243802348585367,2024-09-23,2024-11-08,739151.0,739197.0,3.8449698923247944,0.5402333811182399,0.1960436360032893,0.11637569826597868
2024-11-13,739202.644250538,0.8804863615356471,7.953041928513337,0.11076106880062767,0.00666098041875217,0.0020835004605912954,0.0016283770424349161,0.0012997547372312422,2024-09-28,2024-11-08,739156.0,739197.0,2.6731865846147125,0.3539434806329827,0.1960436360032893,0.06005375637259392
2024-11-12,739201.5087808167,0.9055371001749026,7.9912908322317495,0.12586280461916688,0.005263428028548851,0.00181883873779083,0.0012849706668460687,0.0012872547298160182,2024-10-03,2024-11-08,739161.0,739197.0,2.7923440129383983,0.3279169042071802,0.1960436360032893,0.03659060149510017
2024-11-20,739209.1277913065,0.7819792231102911,3.5639462610695407,0.3231050746300653,-0.012651142477206346,0.008412047679561382,0.008276775444496188,0.001502509369221686,2024-10-08,2024-11-08,739166.0,739197.0,0.7196134246875533,0.3299833965407092,0.1960436360032893,0.029580969483063074
