tc_d,tc,m,w,a,b,c,c1,c2,t1_d,t2_d,t1,t2,O,D,p2,best_cost
2024-12-18,739237.9237701228,0.6272992338920106,8.044077487126803,-0.4359006658555646,0.04055534126501561,-0.0036653327786881056,-0.00002779980217112999,0.003665227353047082,2024-07-15,2024-11-08,739081.0,739197.0,1.7207251394284568,0.8628457439157613,0.07527787839147304,0.5228292970649708
2025-01-01,739251.2709563738,0.9389256561714125,3.461715735061701,-0.17386244051683122,0.005775080856866703,0.0013531145939419949,0.0012903215014661836,-0.0004074181232994712,2024-07-20,2024-11-08,739086.0,739197.0,0.6135353858847936,1.157612733335047,0.07527787839147304,0.3697106934164863
2024-12-11,739230.2803332836,0.9981143649006203,7.060174177661393,-0.1208276018109633,0.004202587823863066,-0.0008579589862372192,-0.000624407002123534,0.0005883957152837689,2024-07-25,2024-11-08,739091.0,739197.0,1.608546393909152,0.6924926386445243,0.07527787839147304,0.33157608972346564
2024-11-26,739215.4930403882,0.9431073094533446,11.579862064426013,-0.10717469696065338,0.006415068634292156,-0.0007015919216959081,-0.000692898954235725,-0.00011010115261883408,2024-07-30,2024-11-08,739096.0,739197.0,3.4387723432980777,0.7446881652232795,0.07527787839147304,0.46883485923336604
2024-11-29,739218.5863411719,0.24673080922336738,12.344301677583017,-0.8611608255199712,0.3862695387893333,0.021517607110811778,0.01608300393620743,0.01429490819009321,2024-08-04,2024-11-08,739101.0,739197.0,3.3303132682393857,0.35880075146531537,0.07527787839147304,0.4840788014584744
2024-12-02,739221.7937290203,0.626841738589014,4.493922106277584,-0.25843256750717075,0.03380715775470563,-0.005969787805872866,-0.005948530059690908,0.0005033453845045662,2024-08-09,2024-11-08,739106.0,739197.0,1.1023264032100433,0.7899182207256108,0.07527787839147304,0.2545951661321259
2024-11-23,739212.100624383,0.27764459058766505,4.188376670286339,-0.5515231706496003,0.24950685228716898,0.030749061792284677,0.01921742124688712,0.024004073023664814,2024-08-14,2024-11-08,739111.0,739197.0,1.267461664693834,0.5378907707686159,0.07527787839147304,0.26939501031007
2024-12-08,739227.8978941998,0.4011727079706674,12.877023130208562,-0.4864167682235296,0.12302293718338418,-0.004615792035877294,-0.0027424176233358587,-0.0037127727775458,2024-08-19,2024-11-08,739116.0,739197.0,2.6374242264198795,0.8303396227173503,0.07527787839147304,0.4540533661761766
2024-12-11,739230.8636105838,0.9483428294087466,13.04597239796529,-0.12535776193944453,0.005144412956519842,0.00031409791933486865,3.023467419167598e-6,-0.00031408336723751876,2024-08-24,2024-11-08,739121.0,739197.0,2.4436312253526515,1.190582989520164,0.07527787839147304,0.38249946030299214
2024-11-20,739209.7056622923,0.10262271314873031,7.021162947253222,-0.9468876645585242,0.7410716003132476,0.04102940268953651,0.01965984615738871,-0.03601253023779299,2024-08-29,2024-11-08,739126.0,739197.0,2.1066877953266228,0.26399725791727463,0.07527787839147304,0.26471022018077506
2024-11-28,739217.3211507504,0.8431300617110893,5.893523146803638,-0.03473668802085422,0.006324748885839311,-0.0017100020861793076,-0.0006466008292068595,0.00158303964018801,2024-09-03,2024-11-08,739131.0,739197.0,1.3567107350534087,0.5291346814380748,0.07527787839147304,0.20266428052844665
2024-11-24,739213.2424709856,0.2845487474664959,2.867575396383599,-0.7248531996549118,0.30278424244834323,-0.03249720991250329,-0.02397179071086814,0.02194132863369121,2024-09-08,2024-11-08,739136.0,739197.0,0.7116561686804924,0.9245470704938279,0.07527787839147304,0.21169249557675457
2024-12-01,739220.0564295902,0.5443889986807317,10.437411980469156,0.0011379452113389845,0.012693534182591417,0.006424937177312348,0.005541014185843816,0.0032522268562767812,2024-09-13,2024-11-08,739141.0,739197.0,2.046917000394817,0.10304577394481389,0.07527787839147304,0.1447505931131591
2024-12-02,739221.1792243735,0.8108464881284496,9.736367195967741,0.024823187725611668,0.0036187184991672357,-0.0020825350171400693,-0.0004208006803449094,-0.00203957811447266,2024-09-18,2024-11-08,739146.0,739197.0,1.757826788865918,0.14471187930167623,0.07527787839147304,0.15503172792915837
2024-11-10,739199.5734801837,0.4781797887643001,10.094544746543082,0.033947573890879434,0.01498816146034819,0.010680898698193926,0.010669284429308992,0.0004979626166545,2024-09-23,2024-11-08,739151.0,739197.0,4.719889598950701,0.06647296414756511,0.07527787839147304,0.15835016491408424
2024-11-19,739208.6717327861,0.18216177236816747,14.193800400755778,-0.17505248486160804,0.14507585248739624,0.02250879369708317,0.004505151206643695,-0.02205333095709418,2024-09-28,2024-11-08,739156.0,739197.0,3.404127799547451,0.08271827326365234,0.07527787839147304,0.16072541305769408
2024-11-15,739204.4743485879,0.06198978070742524,13.354370636192703,-0.41339666848806816,0.4178294410921862,0.028912969899110304,0.028190585520581412,0.006422672060259983,2024-10-03,2024-11-08,739161.0,739197.0,3.742204077282024,0.06708153756970774,0.07527787839147304,0.16711326079970884
2024-11-16,739205.7575087197,0.3853995448384536,2.040603198378096,1.9605120887258056,-0.6421342930390637,0.16789062403111946,0.08438804180322088,0.14514103499071707,2024-10-08,2024-11-08,739166.0,739197.0,0.4913435479625905,0.7223572816293548,0.07527787839147304,0.08280201362832676
