tc_d,tc,m,w,a,b,c,c1,c2,t1_d,t2_d,t1,t2,O,D,p2,best_cost
2024-12-16,739235.5505449463,0.14632545832881275,11.643367619013423,-0.7374266101970679,0.5170066940899359,0.04351529067514658,0.004022045809127508,0.04332901649070492,2024-07-15,2024-11-08,739081.0,739197.0,2.5731231020875867,0.14931229153230868,0.22487377297161631,2.259289940830374
2024-12-28,739247.7165303632,0.5844245698356517,3.327784540689186,-1.3008474830662429,0.11774669413438922,0.028997945677184528,0.025959544844194583,0.012922185766316596,2024-07-20,2024-11-08,739086.0,739197.0,0.6141591834643847,0.7131070937870876,0.22487377297161631,1.2646924216415147
2024-11-10,739199.1264007861,0.414771547945325,2.00556778337501,0.10951771579140339,0.03736156365213955,-0.026178361433586414,-0.0017329782971942308,-0.026120937838617894,2024-07-25,2024-11-08,739091.0,739197.0,1.2540797376064707,0.2951577542177302,0.22487377297161631,1.4913582589711596
2024-11-11,739200.2701334797,0.7878844825893272,4.2235405875088015,0.2167403781390883,0.00018323559205984504,0.0022340172737712973,0.0004049261285763146,0.0021970134296141067,2024-07-30,2024-11-08,739096.0,739197.0,2.3272508962844394,0.015300625450921581,0.22487377297161631,0.9992405695221944
2024-11-13,739202.8842011113,0.5327969774596973,8.956797077727428,0.2643380780435515,-0.007999941547866478,-0.005259907062881904,-0.0052535856406498525,0.00025779881014584977,2024-08-04,2024-11-08,739101.0,739197.0,4.064960032846539,0.0904727435766532,0.22487377297161631,0.6908546424205303
2024-12-08,739227.0387625846,0.39442180296490104,9.298123143721217,0.269505508625768,-0.01140092893556354,0.005214983129207864,0.00460715594863126,0.0024433917211356517,2024-08-09,2024-11-08,739106.0,739197.0,2.0623410441715895,0.09273698048662624,0.22487377297161631,0.6878824838860794
2024-12-06,739225.3208276634,0.45537415641111834,14.625406960258818,0.2686261611836681,-0.0094184215875654,0.01066215914733157,0.010602213208203844,-0.001129031784678458,2024-08-14,2024-11-08,739111.0,739197.0,3.2481069464703185,0.027503843366783656,0.22487377297161631,0.4702001463263715
2024-12-14,739233.884855301,0.6063783129253525,14.927227276021307,0.23483233911224421,-0.0014985043159421287,-0.00539228556789422,-0.004961538910201104,0.002111841681632581,2024-08-19,2024-11-08,739116.0,739197.0,2.7603919915057826,0.011288848104453292,0.22487377297161631,0.45546514577531
2024-11-27,739216.617020626,0.5267135766216812,2.1247117698354807,0.03750960373320071,0.024399671690879445,0.011635114475134298,0.011248103110832129,0.002975914188542453,2024-08-24,2024-11-08,739121.0,739197.0,0.5356270681833813,0.5198616865652929,0.22487377297161631,0.5311907420152685
2024-11-27,739216.7160448211,0.13306489837099347,6.714887048869451,0.6710605944649285,-0.28121793917730686,-0.010524533776092401,-0.0020490177764733476,0.010323145710286474,2024-08-29,2024-11-08,739126.0,739197.0,1.6311697863904309,0.5294987630553037,0.22487377297161631,0.3933522396732628
2024-11-23,739212.424861277,0.10021596286504766,4.019639502613119,0.9809086924059539,-0.5375789903832116,-0.02827895219871198,-0.027721619045526703,0.005586678346900626,2024-09-03,2024-11-08,739131.0,739197.0,1.064344627665471,0.4739459008860673,0.22487377297161631,0.35324089492878485
2024-12-05,739224.2466251184,0.7537393933670888,4.201646449014952,0.377940020822527,-0.008911957174707,0.0022726244082515697,0.000817452950263109,-0.0021205170065545192,2024-09-08,2024-11-08,739136.0,739197.0,0.7858751549648378,0.7034725123806791,0.22487377297161631,0.3260189224085149
2024-11-19,739208.2652885879,0.7950826131901667,9.334859444489442,0.2680325428266265,-0.003207166896588004,0.002339378070675918,0.0021708712059038213,0.0008717843569008722,2024-09-13,2024-11-08,739141.0,739197.0,2.6548046676441253,0.11676847797129697,0.22487377297161631,0.26369450551662926
2024-11-29,739218.5698417858,0.8317675652023391,13.496303425777825,0.2601935131192029,-0.0016596405913200168,0.0024589176364345987,0.0020270511874451065,0.0013918834097173865,2024-09-18,2024-11-08,739146.0,739197.0,2.6060722344058185,0.04159654059967161,0.22487377297161631,0.17595511893819954
2024-11-25,739214.932934634,0.8739594084752791,8.449403337163826,0.18606874493676948,0.0019288144694446906,0.00238984633310546,0.000734881178469364,-0.002274052582810937,2024-09-23,2024-11-08,739151.0,739197.0,1.7094585936935258,0.08348062632143653,0.22487377297161631,0.19566535830162138
2024-11-08,739197.640795997,0.1275412610706044,14.723125858089816,0.3748124884771458,-0.11272103381177612,-0.017635052588685397,-0.0009580740688101457,-0.017609008316324143,2024-09-28,2024-11-08,739156.0,739197.0,9.781051681116818,0.05537055623369401,0.22487377297161631,0.19497661217334508
2024-11-25,739214.2257463303,0.13016224492723308,7.573654106436662,0.5781103842134417,-0.23150235561606333,-0.031335040762986446,-0.02044253959207255,0.023748417939824296,2024-10-03,2024-11-08,739161.0,739197.0,1.3598389472527983,0.1269710508844225,0.22487377297161631,0.1166376759408744
2024-11-15,739204.921869113,0.14064017818455057,5.129872311376623,0.2640792685385679,-0.02781560380118189,-0.019729179373587896,-0.0035499534615367544,-0.019407172621897548,2024-10-08,2024-11-08,739166.0,739197.0,1.2997218179537606,0.03865292136454041,0.22487377297161631,0.10202889753154051
