strategy,universe,hit_ratio,risk_reward,avg_gain,avg_loss,max_gain,max_loss,buys,sells,trades,N,expectancy,profit_factor
test_0.7_0.3,LC1,17.982243125609724,0.7411903004002498,1.8139470266064868,1.8730627407396292,3.5404714640198534,-3.2211910669975206,0.03225806451612903,4.399503722084368,3.761786600496278,403,135.80345604891312,632.840921050907
test_0.75_0.3,LC1,18.002921372094423,0.7414432063753282,1.8139470266064868,1.8591462808554273,3.5404714640198534,-3.187171215880895,0.01240694789081886,4.399503722084368,3.759305210918114,403,135.55165704146896,632.841073170281
test_0.8_0.3,LC1,18.002921372094423,0.7414432063753282,1.8139470266064868,1.8591462808554273,3.5404714640198534,-3.187171215880895,0.009925558312655087,4.399503722084368,3.759305210918114,403,135.55165704146896,632.841073170281
test_0.65_0.3,LC1,18.328611528005293,0.7480782731606469,1.8143341233806802,3.2156953679690323,3.4863771712158824,-4.773225806451615,0.09925558312655088,4.399503722084368,3.8114143920595533,403,141.4509798470354,610.5071634872523
test_0.75_0.3,LC2,19.981137834957995,0.8165256270555755,2.4723018736911726,1.328435652279674,6.815794392523361,-2.56231308411215,0.004672897196261682,4.7266355140186915,4.107476635514018,428,142.0299947769212,635.686051125751
test_0.8_0.3,LC2,19.981137834957995,0.8165256270555755,2.4723018736911726,1.328435652279674,6.815794392523361,-2.56231308411215,0.004672897196261682,4.7266355140186915,4.107476635514018,428,142.0299947769212,635.686051125751
test_0.7_0.3,LC2,20.28957704119116,0.8381910563449765,2.516647668083695,1.4199554369438268,6.860140186915886,-2.695887850467291,0.030373831775700934,4.7266355140186915,4.123831775700935,428,154.6156803362286,631.0377510147741
test_0.65_0.3,LC2,20.613493778659304,0.8346465659371861,2.588995798924815,1.5568771659157894,6.965771028037381,-2.943177570093459,0.08878504672897196,4.7266355140186915,4.154205607476635,428,158.3808927406466,621.6952397023887
test_0.6_0.3,LC1,21.033160368599006,0.9723923162034684,2.01297018624255,4.87898852642348,3.82223325062035,-6.369305210918112,0.3052109181141439,4.399503722084368,3.9528535980148884,403,194.6499311808816,566.3648084577293
test_0.7_0.25,LC1,21.932812878889596,0.8547505617649799,2.4423869048001214,2.168908173268721,4.763548387096774,-4.022406947890818,0.03225806451612903,6.895781637717121,6.124069478908188,403,161.3400589697986,531.354685288178
test_0.4_0.7,LC2,21.933296257695673,1.0205049170417129,2.8682042904959695,1.5962922084729905,5.3445794392523345,-2.7801168224299055,3.941588785046729,0.028037383177570093,3.3317757009345796,428,208.36922740779463,640.7817913166987
test_0.4_0.75,LC2,21.933296257695673,1.0205049170417129,2.8682042904959695,1.5587922084729904,5.3445794392523345,-2.7426168224299055,3.941588785046729,0.018691588785046728,3.3294392523364484,428,208.36922740779463,643.1159034662313
